"Location_Name","Map_ID","X_coord","Y_coord","Z_coord"
"Azuremyst Isle: Geezle's Camp",530,-4591.81,-12861.3,4.99909
"Azuremyst Isle: Menagerie Wreckage",530,-3370.93,-12742,12.9584
"Azuremyst Isle: Moongraze Woods",530,-3936.39,-12613.8,66.1739
"Azuremyst Isle: Moonwing Den",530,-5046.52,-11033.7,25.9131
"Azuremyst Isle: Nestlewood Hills",530,-4561.63,-13935.8,84.3531
"Azuremyst Isle: Nestlewood Thicket",530,-4405.96,-13751.4,53.3686
"Azuremyst Isle: Odesyu's Landing",530,-4720.54,-12413.8,11.1227
"Azuremyst Isle: Pod Cluster",530,-4391.11,-11967.4,17.2576
"Azuremyst Isle: Pod Wreckage",530,-4441.42,-12639.3,16.928
"Azuremyst Isle: Shadow Ridge",530,-4520.24,-13300,77.474
"Azuremyst Isle: Silting Shore",530,-3075.84,-12006.9,1.1227
"Azuremyst Isle: Silverline Lake",530,-4429.04,-13579.7,40.7926
"Azuremyst Isle: Silvermyst Isle",530,-4925.04,-11288.1,25.5329
"Azuremyst Isle: Stillpine Hold",530,-3433.91,-12363.3,13.9108
"Azuremyst Isle: The Sacred Grove",530,-3787.38,-13363,79.966
"Azuremyst Isle: Tides' Hollow",530,-4877.5,-11604.2,5.95179
"Azuremyst Isle: Traitor's Cove",530,-5073.15,-11251.4,0.946581
"Azuremyst Isle: Valaar's Berth",530,-4254.31,-11439.4,9.91663
"Azuremyst Isle: Wildwind Path",530,-3551.03,-11572,21.7675
"Azuremyst Isle: Wildwind Peak",530,-3771.735107,-11438.273438,319.72348
"Azuremyst Isle: Wrathscale Point",530,-4886.84,-11846.2,18.5994
"Bloodmyst Isle: Amberweb Pass",530,-1631.36,-10671.5,143.441
"Bloodmyst Isle: Axxarien",530,-1504.03,-11406.3,67.8893
"Bloodmyst Isle: Beryl Coast",530,-2677.72,-12363.2,0.345755
"Bloodmyst Isle: Blacksilt Shore",530,-2831.77,-11294.6,2.31774
"Bloodmyst Isle: Bladewood",530,-1785.28,-11611,35.4213
"Bloodmyst Isle: Blood Watch",530,-1987.23,-11839,52.6508
"Bloodmyst Isle: Bloodcurse Isle",530,-1818.28,-12778.7,3.91112
"Bloodmyst Isle: Bristlelimb Enclave",530,-2503.26,-12222.4,28.9453
"Bloodmyst Isle: Kessel's Crossing",530,-2665.15,-12143.8,16.7086
"Bloodmyst Isle: Middenvale",530,-2405.61,-11767.2,17.6714
"Bloodmyst Isle: Mystwood",530,-2589.49,-11543.5,34.5919
"Bloodmyst Isle: Nazzivian",530,-2377.31,-11309.2,31.9433
"Bloodmyst Isle: Ragefeather Ridge",530,-1483.05,-11881.7,27.9084
"Bloodmyst Isle: Ruins of Loreth'Aran",530,-1713.49,-12137.1,11.8676
"Bloodmyst Isle: Talon Stand",530,-1209.8,-12445.7,94.4462
"Bloodmyst Isle: Tel'athion's Camp",530,-1644.25,-10918,58.8257
"Bloodmyst Isle: The Bloodcursed Reef",530,-1256.27,-12791.7,0.574507
"Bloodmyst Isle: The Bloodwash",530,-1283.63,-11357.6,20.8564
"Bloodmyst Isle: The Crimson Reach",530,-1990.22,-12340.6,0.392534
"Bloodmyst Isle: The Cryo-Core",530,-2099.68,-11380.2,63.7418
"Bloodmyst Isle: The Foul Pool",530,-1551.48,-10982.1,58.7619
"Bloodmyst Isle: The Hidden Reef",530,-1164.27,-11090.6,-75.719
"Bloodmyst Isle: The Lost Fold",530,-2553.08,-11979.4,25.5455
"Bloodmyst Isle: The Vector Coil",530,-1923.64,-10561.2,177.182
"Bloodmyst Isle: The Warp Piston",530,-1220.95,-11794.1,2.88458
"Bloodmyst Isle: Veridian Point",530,-1002.08,-12513.4,14.6995
"Bloodmyst Isle: Vindicator's Rest",530,-1767.2,-11062.8,76.7134
"Bloodmyst Isle: Wrathscale Lair",530,-2240.01,-12265.2,45.0781
"Bloodmyst Isle: Wyrmscar Island",530,-1302.21,-12279.5,16.4967
"Darkshore: Ameth'Aran",1,5732.531738,116.359367,31.56809
"Darkshore: Auberdine",1,6441.729004,485.862885,7.691852
"Darkshore: Bashal'Aran",1,6735.43,6.71422,42.7028
"Darkshore: Blackwood Den",1,4641.189941,55.3801,66.630699
"Darkshore: Cliffspring River",1,6937.024414,-569.622131,44.463989
"Darkshore: Grove of the Ancients",1,4995.94,82.9197,54.3857
"Darkshore: Mist's Edge",1,7742.92,-769.867,5.22102
"Darkshore: Remtravel's Excavation",1,4690.467773,559.935486,25.875835
"Darkshore: Ruins of Mathystra",1,7373.38,-938.331,32.6196
"Darkshore: Shatterspear Village",1,7433.971191,-1558.314697,187.763184
"Darkshore: Tower of Althalaxx",1,7177.46,-761.607,59.6101
"Darkshore: Twilight Shore",1,5028.14,534.745,7.28397
"Darkshore: Twilight Vale",1,4891.003418,331.903168,37.495338
"Desolace: Gelkis Village",1,-2221.79,2519.69,59.1523
"Desolace: Ghost Walker Post",1,-1156.34,1894.49,88.869186
"Desolace: Kodo Graveyard",1,-1305.19,1837.56,55.731
"Desolace: Kolkar Village",1,-939.786987,1091.400024,88.240654
"Desolace: Magram Village",1,-1754.33,967.89,92.5626
"Desolace: Mannoroc Coven",1,-1879.28,1745.49,78.8892
"Desolace: Nijel's Point",1,147.01123,1231.578979,165.476013
"Desolace: Sargeron",1,-242.347,764.848,98.7113
"Desolace: Shadowprey Village",1,-1659,3092,30.5
"Desolace: Thunder Axe Fortress",1,-437.7995,1709.347534,126.153435
"Desolace: Valley of Spears",1,-1270.565674,2849.625488,113.745155
"Durotar: Bladefist Bay",1,1350.107666,-4988.86164,0.751682
"Durotar: Deadeye Shore",NA,918.715027,-5115.689941,-1.65438
"Durotar: Dustwind Cave",1,815.332214,-4751.07666,36.294128
"Durotar: Echo Isles",1,-1124.19,-5535.02,8.62076
"Durotar: Hidden Path",1,-844.332825,-4217.060547,88.668396
"Durotar: Kolkar Crag",1,-1028.63,-4599.8,25.5756
"Durotar: Razor Hill",1,304.762,-4734.97,9.30458
"Durotar: Razorwind Canyon",1,900.676941,-4634.824219,17.787638
"Durotar: Scuttle Coast",1,242.548004,-5151.459961,-0.149807
"Durotar: Sen'Jin Village",1,-844.586,-4924.29,20.8708
"Durotar: Shrine of the Dormant Flame",1,-243.40007,-4016.529785,187.30217
"Durotar: Skull Rock",1,1452.830078,-4877.144043,11.87883
"Durotar: Southfury River",1,114.769,-3758.95,17.8907
"Durotar: Spirit Rock",1,-861.456604,-4283.674805,77.799149
"Durotar: Thunder Ridge",1,925.127,-4038.29,-13.338
"Durotar: Tiragarde Keep",1,-247.846176,-5074.713379,24.005226
"Durotar: Valley of Trials",1,-636.469,-4243.52,38.1339
"Dustwallow Marsh: Alcaz Island",1,-2657.629395,-4896.053223,21.372576
"Dustwallow Marsh: Beezil's Wreck",1,-4006.19,-3777.83,40.6804
"Dustwallow Marsh: Brackenwall Village",1,-3129.38,-2864.51,34.8711
"Dustwallow Marsh: Dreadmurk Shore",1,-3012.719971,-4345.509766,6.619055
"Dustwallow Marsh: Lost Point",1,-3922.24,-2839.21,44.6212
"Dustwallow Marsh: North Point Tower",1,-2855.96,-3422.66,36.7473
"Dustwallow Marsh: Sentry Point",1,-3459.39,-4130.3,16.3786
"Dustwallow Marsh: Shady Rest Inn",1,-3719.26,-2530.63,69.58
"Dustwallow Marsh: Stonemaul Ruins",1,-4354.46,-3275.34,46.0475
"Dustwallow Marsh: The Den of Flame",1,-4336.82,-3018.67,33.1744
"Dustwallow Marsh: The Dragonmurk",1,-4197.56,-2873.76,44.6771
"Dustwallow Marsh: Theramore Isle",1,-3729.36,-4421.41,30.4474
"Dustwallow Marsh: Theramore Isle Lighthouse",1,-3688.18,-4760.14,0.909682
"Dustwallow Marsh: Wyrmbog",1,-4682.968262,-3607.629883,58.450016
"Felwood: Bloodvenom Falls",1,5280.025879,-713.610046,346.128693
"Felwood: Bloodvenom Post",1,5118.258789,-354.041016,356.596802
"Felwood: Deadwood Village",1,3578.008789,-1172.682739,220.337448
"Felwood: Emerald Sanctuary",1,3989.177979,-1292.13147,251.131149
"Felwood: Irontree Woods",1,6200,-1035,387.416138
"Felwood: Jadefire Run",1,6336.779785,-770.389648,500.871124
"Felwood: Jaedenar",1,4878.319336,-614.21936,306.391052
"Felwood: Morlos' Aran",1,3791.512695,-1693.279419,255.695404
"Felwood: Ruins of Constellas",1,4523.880859,-535.86908,304.190094
"Felwood: Shatter Scar Vale",1,5483.899902,-749.880981,334.621002
"Felwood: Talonbranch Glade",1,6210.600586,-1932.148193,569.309265
"Felwood: Timbermaw Hold Tunnel",1,6794.399414,-2076.202393,624.164917
"Feralas: Camp Mojache",1,-4369.68,242.294,25.4133
"Feralas: Dream Bough",1,-2913.268799,1901.910156,34.741295
"Feralas: Feathermoon Stronghold",1,-4411.091309,3228.021484,12.129439
"Feralas: Isle of Dread",1,-6498.465332,3011.379639,7.43054
"Feralas: On Eastern Colossal",1,-3289.27,2013.32,244.467
"Feralas: On West Colossal",1,-3151.45752,2412.532715,255.137741
"Feralas: Oneiros",1,-3143.33,1723.14,48.809
"Feralas: Ruins of Isildien",1,-5566.04,1449.82,20.1135
"Feralas: Ruins of Ravenwind",1,-2858.35,2611.48,58.3777
"Feralas: Ruins of Solarsal",1,-4861.194336,3516.695068,22.865936
"Feralas: Thalanaar",1,-4528.033691,-780.59845,-41.580246
"Feralas: The Forgotten Coast",1,-4522.22,2038.54,50.1436
"Feralas: The Twin Colossals",1,-3220.28,2215.06,33.5292
"Feralas: The Writhing Deep",1,-5262.158203,242.167282,55.089455
"Hyjal: Crater",1,5430.490723,-2805.697266,1463.441162
"Hyjal: Hyjal",1,4674.88,-3638.37,965.264
"Hyjal: Inside Cave",1,4858,-1840,1143.644043
"Hyjal: Outside Cave",1,4817,-1742,1158.251099
"Hyjal: The World Tree/Blizzard Construction Co",1,5475.553223,-3728.483887,1593.443848
"Moonglade: Nighthaven",1,7978.947754,-2501.133789,488.98642
"Moonglade: Shrine of Remulos",1,7849.782227,-2196.984375,473.578766
"Moonglade: Stormrage Barrow Dens",1,7565.919922,-2898.293701,460.12561
"Mulgore: Bael'dun Digsite",1,-1897.98,400.675,133.81778
"Mulgore: Bloodhoof Village",1,-2321.74,-378.941,-8.568934
"Mulgore: Brambleblade Ravine",1,-2933.37,-963.993,58.2343
"Mulgore: Camp Narache",1,-2914.248779,-252.656601,52.94072
"Mulgore: Red Cloud Mesa",1,-2943.382324,-25.958216,189.293289
"Mulgore: Red Rocks",1,-1010.122192,-1109.21936,44.415627
"Mulgore: The Venture Co. Mine",1,-1445.533936,-1064.138306,144.04715
"Mulgore: The Venture Co. Mine Entrance",1,-1915.66,-1107.44,87.572
"Mulgore: Thunderhorn Water Well",1,-1829.212036,-231.982346,-9.424808
"Mulgore: Wildmane Water Well",1,-762.610962,-142.772247,-29.08827
"Mulgore: Winterhoof Water Well",1,-2537.384033,-705.907227,-8.480825
"Orgrimmar: Cleft of Shadow",1,1805.406006,-4337.110352,-11.187704
"Orgrimmar: Grommash Hold",1,1926.922119,-4220.349609,40.946449
"Orgrimmar: Hall of Legends",450,242.91675,84.9821,25.81
"Orgrimmar: Ogrimmar",1,1403.081177,-4367.187988,25.235533
"Orgrimmar: Second Entrance",1,1719.052124,-3948.284912,49.056252
"Orgrimmar: The Drag",1,1860.46228,-4513.910645,23.657042
"Orgrimmar: Valley of Honor",1,2002.989502,-4698.967285,24.646027
"Orgrimmar: Valley of Spirits",1,1550.9729,-4179.396973,40.29538
"Orgrimmar: Valley of Strength",1,1502.71106,-4415.416016,21.551229
"Orgrimmar: Valley of Wisdom",1,1931.810303,-4282.285156,29.067131
"Silithus: Bronzebeard Encampment",1,-8023.919922,1106.651489,3.306695
"Silithus: Cenarion Hold",1,-6831.205078,762.235291,43.255608
"Silithus: Gates of Ahn'Qiraj",1,-8249.400391,1484.793213,4.587234
"Silithus: Hive'Ashi",1,-6543.318359,800.876709,2.608259
"Silithus: Hive'Regal",1,-7681.918945,795.931946,-3.053955
"Silithus: Hive'Zora",1,-7250.486816,1472.884155,-3.975542
"Silithus: Ravaged Twilight Camp",1,-6158.899902,1779.536377,28.599594
"Silithus: Southwind Village",1,-7200.202637,392.123505,24.907322
"Silithus: The Crystal Vale",1,-6322.533203,1680.257324,14.482635
"Silithus: The Scarab Wall",1,-7990.291504,1555.718018,4.641033
"Silithus: Twilight Base Camp",1,-7006.766113,1156.217285,10.367116
"Silithus: Twilight Post",1,-6750.621582,1593.255127,6.716227
"Silithus: Valor's Rest",1,-6379.740234,-304.35672,-1.866578
"Stonetalon Mountains: Boulderslide Cavern",1,-122.390999,388.013,94.485603
"Stonetalon Mountains: Cragpool Lake",1,1623.811523,140.768951,104.88427
"Stonetalon Mountains: Camp Aparaje",1,-87.382401,-565.776001,-34.129974
"Stonetalon Mountains: Greatwood Vale Entrance",1,-239.089,-809.973,8.78944
"Stonetalon Mountains: Malaka'jin",1,-191.886597,-303.172791,11.54709
"Stonetalon Mountains: Mirkfallon Lake",1,1570.635132,1030.234375,138.019287
"Stonetalon Mountains: Sishir Canyon",1,472.76,644.68,68.25
"Stonetalon Mountains: Stonetalon Peak",1,2506.3,1470.14,262.722
"Stonetalon Mountains: Sun Rock Retreat",1,948.365417,955.290466,104.50605
"Stonetalon Mountains: The Charred Vale",1,821.99,1599.07,-21.1896
"Stonetalon Mountains: Webwinder Path",1,591.835754,327.223175,46.658012
"Stonetalon Mountains: Windshear Crag",1,1160.25,51.3229,1.072
"Tanaris: Abyssal Sands",1,-8109.339844,-3067.47876,38.977333
"Tanaris: Burning Alliance Ship",1,-7089.578613,-5425.417969,14.26848
"Tanaris: Burning Pirate Ship",1,-7194.435547,-5388.833984,12.87494
"Tanaris: Caverns of Time",1,-8195.938477,-4500.128418,8.608192
"Tanaris: Dunemaul Compound",1,-8492.540039,-3022.386963,9.373973
"Tanaris: Eastmoon Ruins",1,-8867.710938,-3435.858398,13.351532
"Tanaris: Gadgetzan",1,-7124.131836,-3818.932129,8.410748
"Tanaris: Land's End Beach",1,-10135.932617,-4253.151367,0.21633
"Tanaris: Lost Rigger Cove",1,-8033.51416,-5337.061035,8.040646
"Tanaris: Noonshade Ruins",1,-6919.98,-4307.53,24.699
"Tanaris: Sandsorrow Watch",1,-7164.642578,-3142.552979,11.071997
"Tanaris: Southern Islands",1,-11295.981445,-4697.325195,4.760623
"Tanaris: Southmoon Ruins",1,-9206.04,-3014.04,23.394
"Tanaris: Steamwheedle Port",1,-6942.47,-4847.1,0.667853
"Tanaris: The Gaping Chasm",1,-9296.55406,-3947.2771,11.020032
"Tanaris: The Noxious Lair",1,-8038.416504,-2530.460693,11.034169
"Tanaris: Thistleshrub Valley",1,-8875.11,-2262.54,32.3471
"Tanaris: Valley of the Watchers",1,-9418.250977,-2761.614502,19.963856
"Tanaris: Zalashji's Den",1,-7353.049316,-4890.124023,0.596876
"Teldrassil: Aldrassil",1,10455.7,798.455,1346.75
"Teldrassil: Gnarlpine Hold",1,9114.65,1846.06,1327.5
"Teldrassil: Lake Al'Ameth",1,9477.19,1005.74,1249.01
"Teldrassil: Pools of Arilthrien",1,9561.33,1743,1291.91
"Teldrassil: Rut'theran Village",1,8697.154297,954.137939,12.482889
"Teldrassil: Shadowglen",1,10699.8,738.73,1325.881
"Teldrassil: Starbreeze Village",1,9881.339844,448.18924,1302.783569
"Teldrassil: The Oracle Glade",1,10661.183594,1875.747314,1323.455933
"Teldrassil: Wellspring Lake",1,10376.837891,1625.690552,1288.90625
"	The Barrens: Bael Modan",1,-4095.7,-2305.74,124.914
"	The Barrens: Camp Taurajo",1,-2388.95,-1918.82,96.7422
"	The Barrens: Field of Giants",1,-3120.86,-2327.89,93.1243
"	The Barrens: Fray Island",1,-1675.317383,-4325.567383,2.787689
"	The Barrens: Lushwater Oasis",1,-961.271729,-2038.54478,81.615005
"	The Barrens: Northwatch Hold",1,-1986.584106,-3688.249756,18.316187
"	The Barrens: Ratchet",1,-939.315674,-3720.405273,8.50271
"	The Barrens: Razorfen Downs Entrance",1,-4323.557129,-0.0283659339920683,77.923454
"	The Barrens: The Crossroads",1,-456.263,-2652.7,95.615
"	The Barrens: The Forgotten Pools",1,90.100304,-1943.439941,79.472702
"	The Barrens: The Great Lift",1,-4619.15,-1850.91,86.0563
"	The Barrens: The Merchant Cost",1,-1719.08,-3824.99,12.0836
"	The Barrens: The Sludge Fen",1,1059.54,-3003.53,91.6441
"	The Barrens: The Stagnant Oasis",1,-1330.17,-3120.07,91.6667
"The Exodar: Seat of the Naaru",530,-3826.68,-11686.9,-107.044
"The Exodar: The Crystal Hall",530,-3816.96,-11478.1,-138.462
"The Exodar: The Vault of Lights",530,-4061.72,-11445.4,-141.364
"The Exodar: Traders Tier",530,-4115.37,-11688.3,-142.789
"Thousand Needles: Camp E'thok",1,-4620.84,-1251.18,-52.53
"Thousand Needles: Darkcloud Pinnacle",1,-5096.018555,-1945.140015,88.737549
"Thousand Needles: Freewind Post",1,-5437.4,-2437.47,89.3083
"Thousand Needles: Highperch",1,-5000.46,-940.209,-5.58816
"Thousand Needles: Mirage Raceway",1,-6202.16,-3901.68,-60.2858
"Thousand Needles: Roguefeather Den",1,-5462.63,-1636.89,29.0246
"Thousand Needles: Splithoof Crag",1,-5082.59,-2305.29,-53.9398
"Thousand Needles: Tahonda Ruins",1,-6540.3,-3851.91,-58.7496
"Thousand Needles: The Rustmaul Dig Site",1,-6495.56,-3472.69,-58.7786
"Thousand Needles: The Screeching Canyon",1,-5422.122559,-1659.868652,-50.243587
"Thousand Needles: The Weathered Nook",1,-5214.83,-2794.5,-7.06175
"Thousand Needles: Weazel's Crater",1,-5878.111816,-3864.679199,-61.086304
"Thousand Needles: Whitereach Post",1,-4897.81,-1375.06,-52.7751
"Thousand Needles: Windbreak Canyon",1,-5348.14,-2825,-53.7082
"Thunder Bluff: Elder Rise",1,-1056.809448,-239.94191,159.03035
"Thunder Bluff: First Level",1,-1277.308594,118.811172,131.153946
"Thunder Bluff: Hunter Rise",1,-1403.111328,-78.527832,158.934814
"Thunder Bluff: Second Level",1,-1134.911499,32.515255,143.35495
"Thunder Bluff: Spirit Rise",1,-1009.292664,231.282547,134.587311
"Thunder Bluff: The Pools of Vision",1,-1003.419006,261.579132,112.153397
"Thunder Bluff: Third Level",1,-1208.590698,-63.392506,157.572891
"Thunder Bluff: 	 Thunder Bluff Lift",1,-1303.685669,204.982956,68.68145
"Un'Goro Crater: Fire Plume Ridge",1,-7171.677246,-1279.85022,-184.423508
"Un'Goro Crater: Fungal Rock",1,-6401.51416,-1755.861938,-272.255737
"Un'Goro Crater: Golakka Hot Springs",1,-7196.365234,-630.694885,-233.639542
"Un'Goro Crater: Lakkari Tar Pits",1,-6478.205566,-1129.330933,-275.908661
"Un'Goro Crater: Marshal's Refuge",1,-6186.57373,-1106.830322,-217.059799
"Un'Goro Crater: Tanaris Entrance",1,-7932.488281,-2139.605469,-230.728043
"Un'Goro Crater: Terror Run",1,-7866.75,-630.03,-260.563
"Un'Goro Crater: The Marshlands",1,-7286.009766,-2125.060059,-272.114014
"Un'Goro Crater: The Slithering Scar",1,-7872.519043,-1344.782959,-275.458618
"Winterspring: Darkwhisper Gorge",1,5018.910156,-4563.939941,851.75
"Winterspring: Everlook",1,6721.442383,-4659.089355,720.892578
"Winterspring: Frostfire Hot Springs",1,6831.958984,-2494.926758,558.434021
"Winterspring: Frostsaber Rock",1,8070.178711,-3859.557373,688.782166
"Winterspring: Frostwhisper Gorge",1,5274.147461,-4712.205078,691.123596
"Winterspring: Hyjal Entrance",1,4541.943848,-3983.917725,941.822388
"Winterspring: Mazthoril",1,6155.213867,-4444.948242,659.788025
"Winterspring: Owl Wing Thicket",1,5671.608887,-4963.664063,806.428711
"Winterspring: Starfall Village",1,7166.16748,-3986.871094,742.711975
"Winterspring: The Hidden Grove",1,7641.779297,-4935.77002,696.609314
"Winterspring: The Ruins of Kel'Theril",1,6476.201172,-4255.868652,665.202881
"Winterspring: Timbermaw Post",1,6485.091797,-3158.416016,570.607422
"Winterspring: Winterfall Village",1,6897.565918,-5057.175781,688.782532
"Blade's Edge Mountains: Blackwing Coven",530,3200.73,7116.56,173.922
"Blade's Edge Mountains: Blade Tooth Canyon",530,1046.98,7109.86,111.879
"Blade's Edge Mountains: Bladed Gulch",530,3196.89,4980.86,264.966
"Blade's Edge Mountains: Blades' Run",530,950.657,5967.92,122.97
"Blade's Edge Mountains: Bladespire Grounds",530,2526.65,6270.69,14.1942
"Blade's Edge Mountains: Bladespire Hold",530,2459.05,6588.59,0.726269
"Blade's Edge Mountains: Bladespire Outpost",530,2347.28,5738.29,274.065
"Blade's Edge Mountains: Bloodmaul Camp",530,3433.18,5782.34,-0.921853
"Blade's Edge Mountains: Bloodmaul Outpost",530,1637.28,6363.59,-5.30995
"Blade's Edge Mountains: Bloodmaul Ravine",530,1945.96,6388.7,-10.3385
"Blade's Edge Mountains: Boulder'mok",530,3607.37,7164.28,141.338
"Blade's Edge Mountains: Broken Wilds",530,3546.411621,4603.393555,221.33606
"Blade's Edge Mountains: Churning Gulch",530,2875.19,6241.72,12.7987
"Blade's Edge Mountains: Circle of Blood Arena",530,2838.5,5929.38,11.1157
"Blade's Edge Mountains: Crystal Spine",530,4007.5,4976.03,267.921
"Blade's Edge Mountains: Cursed Hollow",530,2680.11,5665.06,-13.8795
"Blade's Edge Mountains: Daggermaw Canyon",530,3249.71,5802.41,14.281
"Blade's Edge Mountains: Death's Door",530,2267.82,5396.15,145.739
"Blade's Edge Mountains: Draenethyst Mine",530,1400.01,6545.57,8.50813
"Blade's Edge Mountains: Dragon's End",530,2643.13,5881.1,3.68066
"Blade's Edge Mountains: Evergrove",530,3027.23,5475.45,146.62
"Blade's Edge Mountains: Felstorm Point",530,3999.97,5496.07,267.214905
"Blade's Edge Mountains: Forge Camp: Anger",530,2946.4,4837.72,277.624
"Blade's Edge Mountains: Forge Camp: Terror",530,1506.86,7303.65,367.062
"Blade's Edge Mountains: Forge Camp: Wrath",530,2943.3,6962.01,365.407
"Blade's Edge Mountains: Grishnath",530,3650.78,6602.99,132.293
"Blade's Edge Mountains: Gruul's Lair Entrance",530,3621.37,5310.96,-21.8619
"Blade's Edge Mountains: Jagged Ridge",530,2038.04,6046.85,146.237
"Blade's Edge Mountains: Mok'Nathal Village",530,2158.07,4795.25,165.322
"Blade's Edge Mountains: Raazan's Landing",530,2854.76,5234.88,268.939
"Blade's Edge Mountains: Raven's Wood",530,3430.84,7098.49,153.864
"Blade's Edge Mountains: Razor Ridge",530,2467.87,5320.79,264.548
"Blade's Edge Mountains: Ruuan Weald",530,3166.08,5570.9,141.385
"Blade's Edge Mountains: Scalewing Shelf",530,2009.69,5146.08,265.365
"Blade's Edge Mountains: Singing Ridge",530,1604.28,5446.96,266.042
"Blade's Edge Mountains: Skald",530,3698.41,4956.87,274.24
"Blade's Edge Mountains: Sylvanaar",530,2058.87,6851.6,172.596
"Blade's Edge Mountains: The Living Grove",530,1757.930054,6748.3999902,136.220139
"Blade's Edge Mountains: Thunderlord Stronghold",530,2382.8,6044.77,139.549
"Blade's Edge Mountains: Toshley's Station",530,1907.43,5562.55,262.439
"Blade's Edge Mountains: Trogma's Claim",530,1717.83,4956.1,170.844
"Blade's Edge Mountains: Veil Lashh",530,1590.84,6924.01,157.576
"Blade's Edge Mountains: Veil Ruuan",530,3249.64,5335.43,144.992
"Blade's Edge Mountains: Veil Vekh",530,1697.13,4607.79,143.439
"Blade's Edge Mountains: Vekhaar Stand",530,1874.74,4812.07,157.949
"Blade's Edge Mountains: Vortex Pinnacle - Ogri'la",530,2310.71,7286.12,365.513
"Blade's Edge Mountains: Wyrmskull Bridge",530,3033.6,5956.77,130.779
"Blade's Edge Mountains: Wyrmskull Tunnel",530,3206.68,6283.51,124.194
"Hellfire Peninsula: Broken Hill",530,-542.231,3480.55,44.7438
"Hellfire Peninsula: Cenarion Post",530,-324.06,4722.37,18.647
"Hellfire Peninsula: Den of Haal'esh",530,-1101.28,4207.32,56.2386
"Hellfire Peninsula: Dustquill Ravine",530,-816.221,4385.29,69.9742
"Hellfire Peninsula: East Supply Caravan",530,-603.306,2368.99,38.5942
"Hellfire Peninsula: Expedition Armory",530,-1229.93,2674.9,2.69016
"Hellfire Peninsula: Expedition Point",530,-657.06,1866.18,68.3987
"Hellfire Peninsula: Falcon Watch",530,-607.069,4100.84,90.3678
"Hellfire Peninsula: Fallen Sky Ridge",530,39.0318,4667.51,48.7238
"Hellfire Peninsula: Felspark Ravine",530,214.231,2301.33,56.4926
"Hellfire Peninsula: Forge Camp: Mageddon",530,382.59,2186.89,118.38
"Hellfire Peninsula: Forge Camp: Rage",530,398.865,2501.62,148.81
"Hellfire Peninsula: Gor'gaz Outpost",530,-1103.97,3219.42,65.1654
"Hellfire Peninsula: Haal'eshi Gorge",530,-1233.74,4071.68,73.697
"Hellfire Peninsula: Hellfire Citadel Entrance",530,-297.644,3034.8,-3.62105
"Hellfire Peninsula: Honor Hold",530,-679.361,2668.36,89.7899
"Hellfire Peninsula: Invasion Point: Annihilator",530,538.373,2766.97,214.837
"Hellfire Peninsula: Mag'har Grounds",530,378.528,3681.59,185.678
"Hellfire Peninsula: Mag'har Post",530,520.606,3884.38,190.436
"Hellfire Peninsula: Northern Rampart",530,-7.00015,3182.38,50.3071
"Hellfire Peninsula: Pools of Aggonar",530,347.318,3398.97,64.442
"Hellfire Peninsula: Razorthorn Trail",530,-1561.37,3565.05,35.0661
"Hellfire Peninsula: Reaver's Fall",530,-37.482,2141.88,110.16
"Hellfire Peninsula: Ruins of Sha'naar",530,-635.146,4801.16,43.9434
"Hellfire Peninsula: Sha'naari Wastes",530,-464.254,4800.6,23.5454
"Hellfire Peninsula: Shatter Point",530,268.793,1469.49,-15.4438
"Hellfire Peninsula: Southern Rampart",530,-1124.73,3278.55,116.206
"Hellfire Peninsula: Spinebreaker Mountains",530,-1420.42,2306.1,261.402
"Hellfire Peninsula: Spinebreaker Pass",530,-831.647,1765.21,100.529
"Hellfire Peninsula: Spinebreaker Post",530,-1301.21,2386.12,82.2112
"Hellfire Peninsula: Stonescythe Canyon",530,474.021,3085.24,24.4566
"Hellfire Peninsula: Supply Caravan",530,57.5923,2539.6,64.4756
"Hellfire Peninsula: Temple of Telhamat",530,142.815,4332.57,106.292
"Hellfire Peninsula: The Abyssal Shelf",530,870.646973,1792.910034,126.774414
"Hellfire Peninsula: The Great Fissure",530,-614.095,3749.35,39.3266
"Hellfire Peninsula: The Legion Front",530,-486.408,1769.5,48.9397
"Hellfire Peninsula: The Overlook",530,-161.759,3487.72,57.7898
"Hellfire Peninsula: The Path of Anguish",530,-502.054,2052.85,81.97
"Hellfire Peninsula: The Stadium",530,-293.132,3703.44,58.4293
"Hellfire Peninsula: The Stair of Destiny",530,-250.245,1046.48,54.3177
"Hellfire Peninsula: The Warp Fields",530,-1403.47,3078.09,23.9806
"Hellfire Peninsula: Thornfang Hill",530,-255.753,5122.85,89.1986
"Hellfire Peninsula: Thrallmar",530,143.151,2673.19,85.676
"Hellfire Peninsula: Throne of Kil'jaeden",530,783.361,2294.61,281.369
"Hellfire Peninsula: Valley of Bones",530,-887.171,2322.67,-4.11074
"Hellfire Peninsula: Void Ridge",530,-859.009,1522.18,43.0446
"Hellfire Peninsula: Zeppelin Crash",530,-1072.59,2993.79,7.98099
"Hellfire Peninsula: Zeth'Gor",530,-1034.76,2030.43,66.9408
"Nagrand: Abandoned Armory",530,-2067.7,7463.56,-18.9913
"Nagrand: Aeris Landing",530,-2063.72,8574.01,23.2349
"Nagrand: Ancestral Grounds",530,-2208.06,8849.93,23.824
"Nagrand: Burning Blade Ruins",530,-2518.16,6267.89,27.2888
